PCODE,latitude,longitude,geocoded
SE22 0AT,51.4563541,-0.0652952,True
SR5 3DX,54.918355,-1.446786,True
E9 6EA,51.5489139,-0.0499384,True
M43 6QD,53.482287,-2.157219,True
BD8 0DH,53.7996679,-1.8119591,True
M22 9RH,53.380763,-2.272103,True
WD25 7HW,51.6992829,-0.3898059,True
CH43 1TY,53.387568,-3.050559,True
SR5 5LN,54.9297591,-1.423819,True
NG3 7EB,52.956571,-1.114783,True
TN2 4PY,51.1411116,0.2935363,True
SS13 3HL,51.568377,0.504714,True
NR4 7LP,52.6274489,1.2464046,True
B7 4QR,52.487913,-1.875525,True
B29 4HE,52.4287215,-1.9788629,True
WR3 8HN,52.212902,-2.205132,True
S5 8UL,53.4119546,-1.4847598,True
LS13 1DQ,53.814573,-1.653727,True
PR2 9YR,53.787622,-2.7198586,True
LA13 9BB,54.118897,-3.216567,True
DN12 3JY,53.4845423,-1.2389681,True
HU4 7JB,53.733429,-0.411078,True
DA1 4RS,51.4568045,0.1839968,True
CR2 6DT,51.353061,-0.107827,True
WS10 8QJ,52.5688835,-2.0482953,True
CO15 3JL,51.799348,1.141844,True
EN3 4PX,51.6423062,-0.0376618,True
BS16 2HD,51.480322,-2.538727,True
RM15 4RU,51.5052431,0.2565703,True
WF1 2PF,53.707699,-1.512458,True
DN6 7SF,53.567814,-1.1922515,True
ME2 2SX,51.398015,0.466179,True
NN15 7AA,52.3971085,-0.704165,True
CR9 7AL,51.382905,-0.063084,True
B36 9HF,52.5116277,-1.7638659,True
NW2 7SN,51.563049,-0.242015,True
B69 2HE,52.5101336,-2.0408115,True
PE2 5RQ,52.54464,-0.303073,True
OL8 4JZ,53.5216264,-2.1323714,True
B44 0HF,52.533992,-1.878363,True
S66 8AB,53.4233892,-1.2097758,True
NG34 7PP,52.999218,-0.414248,True
MK42 9TR,52.1178327,-0.451006,True
RM3 9XR,51.609507,0.240013,True
ST6 4LD,53.0511903,-2.2088852,True
M40 8NT,53.501948,-2.213933,True
BN22 9RQ,50.8013655,0.2691914,True
ME7 5HT,51.382648,0.539672,True
OL2 5BF,53.56051,-2.1258431,True
BH10 5HS,50.756263,-1.901029,True
CV1 5LY,52.4125161,-1.503009,True
NG20 8QF,53.211746,-1.226919,True
TN13 3LE,51.2876102,0.1847712,True
BL4 8HY,53.539525,-2.386182,True
B77 4FF,52.631355,-1.6618297,True
N4 1SY,51.573155,-0.090984,True
WA9 5AU,53.4281256,-2.7304781,True
ST3 3JD,52.973234,-2.162466,True
TS20 2AY,54.5758808,-1.3084485,True
N18 1NB,51.618243,-0.082159,True
B26 2RZ,52.466743,-1.7783538,True
PO9 5JD,50.876378,-0.97053,True
CV10 7PD,52.5141149,-1.5034123,True
BN1 9PW,50.858017,-0.091234,True
W12 9JD,51.502133,-0.23615,True
M9 0WQ,53.529679,-2.22249,True
CT15 5EQ,51.1444907,1.3242006,True
CW7 2BT,53.195311,-2.535892,True
WA7 6EP,53.3203122,-2.6694403,True
NR5 0PX,52.649399,1.215518,True
NR31 7JJ,52.5696364,1.7064202,True
DN35 9NX,53.547955,-0.039801,True
NG31 8ED,52.9240304,-0.6419767,True
CO4 3JL,51.894119,0.937993,True
BD20 6EB,53.8790303,-1.9167248,True
TQ6 9HW,50.346706,-3.595797,True
PE30 4QG,52.7539693,0.4180445,True
CR2 8HD,51.350981,-0.04688,True
IP24 1LH,52.4267156,0.7554129,True
DA2 7DR,51.428589,0.192141,True
BH12 4HS,50.7427424,-1.9329066,True
SW14 8RG,51.463153,-0.257733,True
B15 3JL,52.4617937,-1.938333,True
PE25 2QH,53.151335,0.330527,True
OX4 2AU,51.7428244,-1.2185457,True
IP23 7BL,52.323788,1.139657,True
TA20 1JL,50.8757819,-2.9628929,True
S60 5EJ,53.402155,-1.376904,True
GL2 0LF,51.8728829,-2.2051777,True
B91 3PD,52.404546,-1.793979,True
DE13 8AZ,52.7660392,-1.7169166,True
EN1 1YQ,51.651369,-0.061172,True
S26 5QQ,53.3440021,-1.2737462,True
B93 0PT,52.383349,-1.741443,True
PL21 0JA,50.3930523,-3.9157059,True
NE3 2JH,55.013163,-1.623734,True
TN24 8UD,51.1547611,0.8643403,True
LS27 0PD,53.74326,-1.601064,True
HR9 7ET,51.9243542,-2.5771935,True
TN38 8HH,50.858236,0.534044,True
TN35 5DN,50.8806844,0.615975,True
CH43 4UY,53.390522,-3.040601,True
DE13 0LL,52.8297028,-1.6405466,True
N12 0QG,51.608545,-0.161047,True
SR8 1AU,54.748759,-1.3533164,True
IP3 0SP,52.031148,1.18736,True
ME8 0BX,51.3632756,0.5914829,True
B78 1QT,52.610544,-1.620511,True
NG33 4NT,52.8090533,-0.5145949,True
NN6 8QE,52.356797,-1.031519,True
TQ14 9HZ,50.5508945,-3.4994844,True
HG2 0DZ,53.98338,-1.547399,True
TF10 7HL,52.763143,-2.3818694,True
TR14 7PP,50.21409,-5.312159,True
S40 3NS,53.2335556,-1.4705471,True
PL7 2RS,50.388514,-4.051935,True
PL7 4LT,50.3926388,-4.0654759,True
PL9 8ES,50.355178,-4.075409,True
MK45 2NU,52.01919,-0.49729,True
CT9 5RE,51.379866,1.368001,True
PL25 3NR,50.3351576,-4.7708537,True
PL12 4AY,50.40213,-4.220395,True
TN24 9AL,51.1742661,0.8840453,True
CV22 5ET,52.357874,-1.228085,True
PL2 3DL,50.3925146,-4.1511125,True
ME4 6JB,51.366266,0.519499,True
SG7 6DZ,51.9864625,-0.1927061,True
AL4 9NX,51.770763,-0.307831,True
SN13 9DF,51.4296909,-2.1910846,True
EX8 3AF,50.627153,-3.406216,True
WF10 3JU,53.7212222,-1.309585,True
TR15 3PZ,50.230401,-5.271498,True
WF10 4JQ,53.7253422,-1.3446509,True
RG6 7HS,51.43728,-0.925243,True
EX5 3AJ,50.7568634,-3.4401202,True
TA4 2NE,51.038608,-3.311477,True
SO51 5SY,50.9827681,-1.4704178,True
EX17 3LU,50.791939,-3.66608,True
RG19 4LL,51.40134,-1.2480176,True
BH23 1JF,50.733018,-1.781764,True
EN4 8PU,51.6429069,-0.1549328,True
HU14 3HS,53.72775,-0.533967,True
E6 3SQ,51.5216957,0.0435518,True
EX11 1RA,50.750335,-3.292672,True
BS23 3QP,51.3377759,-2.9647479,True
SO53 2DW,50.9945,-1.362959,True
FY6 7EU,53.8487059,-2.9830973,True
S26 4SF,53.369064,-1.323538,True
BS48 3BX,51.416487,-2.7385123,True
YO17 9PT,54.12532,-0.783385,True
CO6 1PZ,51.8788567,0.6901756,True
DH9 0TW,54.871591,-1.69022,True
PO33 3LN,50.7232662,-1.1743258,True
SM2 6TQ,51.352217,-0.195682,True
DL14 7JZ,54.6605441,-1.6708262,True
HP11 1SZ,51.617091,-0.764546,True
B73 5PT,52.5544302,-1.8296309,True
WA7 4SY,53.326492,-2.723156,True
IP13 9HE,52.2290652,1.3273463,True
TA24 6AY,51.196415,-3.462625,True
SM5 2QX,51.3696504,-0.1696496,True
SM5 1RW,51.37766,-0.17491,True
SM1 3DY,51.3770151,-0.1837247,True
HR8 2HF,52.031963,-2.422498,True
LS14 6HA,53.81692,-1.46032,True
IP4 5HD,52.054568,1.194119,True
IP12 4JX,52.1010965,1.3046205,True
DL3 8AR,54.521323,-1.594356,True
HP21 8PE,51.8126048,-0.8227491,True
HP21 7SX,51.812095,-0.802232,True
TA1 3HQ,51.006244,-3.0923729,True
TR10 8PZ,50.167246,-5.116276,True
HP13 7NQ,51.6296311,-0.7256954,True
CM2 9ES,51.71806,0.470205,True
EX31 1RB,51.0870484,-4.0689546,True
TR18 3JT,50.128094,-5.557054,True
RG41 1EE,51.4160173,-0.8410907,True
CB4 3NY,52.21793,0.120784,True
BA21 3JD,50.9452207,-2.659714,True
CH45 4RJ,53.422524,-3.049766,True
HG2 9JP,53.9747747,-1.5514553,True
WR6 6QA,52.237581,-2.357128,True
CM2 9RZ,51.713094,0.4841449,True
GU1 1XX,51.253853,-0.547906,True
CV7 7FW,52.3862374,-1.6485586,True
EX14 1QT,50.80161,-3.19079,True
BA16 0AD,51.1299101,-2.7316001,True
TA1 5AU,51.01696,-3.11796,True
HU16 5PX,53.7875803,-0.4312233,True
WR10 2BX,52.125472,-2.073471,True
WR9 0AA,52.2659242,-2.1659575,True
B4 7QD,52.483091,-1.887456,True
LN7 6QZ,53.4969463,-0.3095967,True
ST10 1LH,52.981715,-1.989369,True
CV3 6EA,52.3825351,-1.5279678,True
IP5 2PB,52.067044,1.244642,True
DH3 3QA,54.8555225,-1.5697954,True
SY11 2AR,52.852863,-3.061419,True
B46 3EX,52.4842722,-1.7042075,True
M27 6JU,53.516469,-2.339631,True
IP32 6RF,52.2565249,0.7029478,True
B95 6AF,52.286603,-1.778781,True
B91 1SN,52.4066158,-1.7966539,True
BB7 4QS,53.910137,-2.359381,True
NR35 1RW,52.4447378,1.4442219,True
WF4 1NF,53.656822,-1.428524,True
DN15 8LJ,53.5999066,-0.6661855,True
B92 7ER,52.428579,-1.811869,True
B91 2HW,52.425569,-1.7772906,True
TW14 9PE,51.452919,-0.420854,True
WF9 2UJ,53.602483,-1.2911256,True
CM7 1WY,51.866307,0.551755,True
GU8 5BZ,51.162901,-0.6473626,True
EX18 7AA,50.91626,-3.869953,True
HA5 5RP,51.5922618,-0.3659528,True
AL1 4PR,51.755462,-0.316212,True
NN14 6BB,52.4247108,-0.811347,True
WR5 2LT,52.184014,-2.189978,True
B72 1RB,52.5582584,-1.8191317,True
NR34 9PG,52.450423,1.558268,True
BN41 2WS,50.8503954,-0.2242932,True
SK11 8JR,53.252626,-2.137892,True
LS9 7HD,53.8024496,-1.522067,True
DN7 6JH,53.574793,-1.008445,True
HR2 9HJ,52.0216748,-2.8463239,True
HA7 1PL,51.599878,-0.302234,True
TA14 6UG,50.9545581,-2.726646,True
NN7 3QG,52.213105,-1.006091,True
NN4 6TP,52.1986689,-0.874268,True
HP5 1BA,51.708834,-0.600223,True
IP22 4DH,52.3802241,1.1153045,True
PO20 9EH,50.735777,-0.790109,True
HP3 8JB,51.7413869,-0.441401,True
PR5 5UR,53.72971,-2.680873,True
LE17 4QH,52.4523835,-1.2097941,True
TW18 3HJ,51.428274,-0.522418,True
LE2 4FU,52.602995,-1.0596442,True
SO45 4ZF,50.859104,-1.417484,True
SO41 8FZ,50.753308,-1.5563161,True
CH42 6RR,53.367937,-3.026676,True
EN5 5RR,51.6518791,-0.1965756,True
NG19 8QA,53.171777,-1.187095,True
LE16 7JG,52.4884592,-0.9219146,True
WS12 4JH,52.710899,-2.017068,True
B98 8HB,52.3085348,-1.9335147,True
LE16 9DR,52.474361,-0.920978,True
CH63 3AF,53.34884,-3.0146799,True
B49 6QQ,52.220401,-1.85596,True
HA1 2JG,51.5794244,-0.3261875,True
HA7 3JW,51.617438,-0.335198,True
NW3 3AQ,51.5414458,-0.1718726,True
NG8 3LD,52.963909,-1.200286,True
DN34 5AH,53.5551427,-0.1004345,True
HA2 9AH,51.562253,-0.37187,True
HA8 6AN,51.5990692,-0.2876845,True
BA6 9BY,51.152428,-2.714508,True
BA21 3EP,50.9491864,-2.6498959,True
HA3 6NR,51.606605,-0.35704,True
PL6 8UN,50.411488,-4.0995897,True
IP9 2QX,51.988931,1.158632,True
CV4 9PW,52.4042378,-1.5905886,True
TR11 4LH,50.15797,-5.095222,True
BA12 9DR,51.2017826,-2.1643852,True
B90 2PZ,52.399372,-1.83079,True
CV37 9HA,52.1901503,-1.7242214,True
CV37 9DH,52.193582,-1.720126,True
SO51 8ZB,50.9929768,-1.5023643,True
HP22 6HF,51.766372,-0.740955,True
SN5 6HN,51.5585215,-1.8463204,True
LA10 5AL,54.322699,-2.520177,True
PE12 7PU,52.8084354,0.015488,True
SG4 9RS,51.947938,-0.269435,True
PR8 3DT,53.611107,-3.025365,True
GL2 4PR,51.824449,-2.28724,True
PE27 6RR,52.33099,-0.08536,True
HU13 0JQ,53.724598,-0.450567,True
GU27 1QB,51.0942968,-0.7490134,True
LE67 3TN,52.737048,-1.372555,True
NG22 0JH,53.2311369,-0.8837361,True
IP11 9QR,51.974871,1.330919,True
AL3 6DB,51.7703845,-0.3315026,True
PR3 1YE,53.888692,-2.767183,True
HP7 9HH,51.6677239,-0.5935937,True
MK18 1AX,51.993477,-0.986157,True
B32 3AE,52.4450913,-1.981988,True
HD8 8NL,53.591854,-1.666049,True
ST8 7AR,53.1054775,-2.16937,True
OX10 8HH,51.604956,-1.127707,True
NE16 5AR,54.9397208,-1.685775,True
LE11 1NH,52.774708,-1.20743,True
WF3 1JQ,53.7306377,-1.5850215,True
N2 0SE,51.591119,-0.18713,True
RM3 0TS,51.5866845,0.2320802,True
LE11 2ST,52.750593,-1.219163,True
HG4 2DE,54.1368278,-1.5399491,True
RM11 3AD,51.569401,0.243136,True
RH17 5DP,51.0029201,-0.131323,True
DA15 9AG,51.435793,0.107782,True
WF17 0LD,53.7319148,-1.6455591,True
L37 3HW,53.560696,-3.068644,True
BS6 6DT,51.4634939,-2.6011887,True
E5 0RB,51.554715,-0.051982,True
M29 8JN,53.514,-2.4789866,True
DN20 8AR,53.555981,-0.49846,True
NE23 6BN,55.0753394,-1.593183,True
NR18 0QT,52.576437,1.117672,True
LU7 2AE,51.9081086,-0.6726009,True
DN37 9EH,53.571474,-0.132796,True
HD4 5JA,53.6297368,-1.8086088,True
L23 9YB,53.491445,-3.004561,True
L31 7AW,53.5054914,-2.951418,True
BS31 1PH,51.409528,-2.487457,True
SG8 6EF,52.0870857,0.0175869,True
N11 2AZ,51.602144,-0.136263,True
L31 6DE,53.5130914,-2.9415084,True
GU34 2BZ,51.152473,-0.978797,True
LE8 0LG,52.5348261,-0.9962373,True
CB6 2JA,52.389856,0.210644,True
ST18 0YG,52.8137057,-2.0762074,True
SL1 7HG,51.532391,-0.652137,True
PE10 9DT,52.773324,-0.369219,True
TD15 2JF,55.756384,-2.003464,True
PE9 1HE,52.6609581,-0.4816688,True
DN5 7UB,53.53949,-1.187633,True
PR8 2LT,53.622689,-3.028672,True
HR5 3AR,52.2032,-3.036897,True
L37 2YN,53.5441105,-3.0819627,True
LE13 1LH,52.782539,-0.88813,True
WR14 3NZ,52.1029559,-2.3087376,True
ME5 0LE,51.352065,0.524494,True
SG8 7JH,52.0545911,-0.0111041,True
NG34 7RS,52.996597,-0.411125,True
SL6 3AX,51.5079678,-0.7567728,True
DH1 5BQ,54.797176,-1.585192,True
B68 8NE,52.4788312,-2.0093042,True
UB2 5HF,51.499625,-0.386514,True
WV11 1RD,52.6004497,-2.0986448,True
SS3 9LL,51.532902,0.775779,True
SL6 7NQ,51.5352033,-0.7395952,True
N22 5QJ,51.603502,-0.100957,True
BS32 9BS,51.5356007,-2.544285,True
AL10 8NL,51.758852,-0.226306,True
DN17 4HU,53.60087,-0.82844,True
NG18 2AT,53.151625,-1.190001,True
CV31 1QH,52.2744674,-1.5162654,True
CV10 0BJ,52.533082,-1.455449,True
DA6 7AB,51.4508993,0.1401045,True
CV34 6XR,52.269603,-1.60183,True
CV11 6AA,52.52613,-1.45814,True
LS18 5RF,53.84284,-1.639577,True
E2 6NW,51.5270697,-0.0699575,True
LE12 8JU,52.755381,-1.151955,True
CH44 3HS,53.4148585,-3.0580809,True
LE7 7EB,52.67801,-1.19126,True
WS5 4PG,52.5654908,-1.9815338,True
DN21 4NN,53.477768,-0.582876,True
PL13 1NQ,50.365746,-4.449092,True
DN1 2HY,53.522747,-1.124493,True
SK8 7JY,53.3642331,-2.1864978,True
AL8 6YR,51.790358,-0.219619,True
KT3 3TU,51.410424,-0.2629528,True
HD3 4GN,53.653571,-1.836575,True
PE6 8NF,52.6761415,-0.2970788,True
OX17 2QR,52.076384,-1.270562,True
BS21 6AH,51.4471569,-2.8418508,True
SG18 8JB,52.087056,-0.248547,True
IP21 5JN,52.3158662,1.2715838,True
DL15 0QF,54.707015,-1.691179,True
MK17 8NP,52.0154878,-0.6463028,True
KT6 5AS,51.375676,-0.301978,True
OX29 4AP,51.7828606,-1.3796411,True
RG9 1PS,51.525966,-0.923114,True
SK7 5JX,53.370221,-2.134625,True
OX7 5DY,51.937165,-1.543376,True
DH3 2LP,54.8936092,-1.5712192,True
IP25 6BA,52.567054,0.82411,True
SW2 3PW,51.4422764,-0.113428,True
DA15 9NU,51.449172,0.111937,True
LE10 0EP,52.5514862,-1.3862305,True
OX2 7EE,51.774989,-1.26144,True
RG8 0RA,51.5324477,-1.0674,True
NG17 8HP,53.110663,-1.26956,True
TN6 2AS,51.0552252,0.1718904,True
LE7 1LY,52.702537,-1.069949,True
SG12 9NX,51.8026366,-0.0308514,True
SN7 7LB,51.646992,-1.590348,True
WA16 0EA,53.3010854,-2.3861217,True
WF11 0BZ,53.704444,-1.242309,True
BA14 9EH,51.3152076,-2.2214693,True
CV6 2AJ,52.430571,-1.543092,True
PL27 6BU,50.5224058,-4.8296358,True
NR6 5SB,52.660433,1.256367,True
EX33 2BP,51.1026116,-4.1566557,True
ME5 0LP,51.350369,0.526009,True
HP15 6SP,51.6660354,-0.7000102,True
B8 3HG,52.490479,-1.845508,True
S10 5RG,53.3762557,-1.5198811,True
SR8 3AY,54.782358,-1.356518,True
DN22 7PY,53.3313393,-0.9514679,True
LE4 8GQ,52.686532,-1.09282,True
BD9 6NA,53.819641,-1.8112244,True
DL1 2AN,54.540637,-1.52778,True
SR2 7TF,54.8891399,-1.3773385,True
CV13 0JT,52.624598,-1.404817,True
WN3 5NY,53.5228017,-2.6347962,True
BD19 4BE,53.743968,-1.691834,True
NE3 3RU,55.0043322,-1.6593633,True
B74 4RZ,52.589596,-1.836208,True
B23 7JH,52.5233998,-1.8598871,True
LE2 5TQ,52.587605,-1.07425,True
CB9 9JE,52.0864358,0.4241063,True
CT17 0AS,51.126768,1.288774,True
PE16 6UU,52.4493372,0.0527021,True
LU5 4JA,51.884063,-0.51512,True
SO50 7AN,50.9600723,-1.2973536,True
CR5 2EH,51.331074,-0.139326,True
HG1 4AP,54.0007283,-1.5212169,True
BS13 7DQ,51.421403,-2.619908,True
OX28 4AX,51.7807781,-1.4869885,True
SY3 9EE,52.695933,-2.768176,True
B7 4AG,52.4891132,-1.8862831,True
KT11 1TF,51.339381,-0.396971,True
HU6 9BP,53.7858405,-0.3652209,True
S81 7EN,53.319553,-1.126855,True
S80 2SF,53.2942186,-1.1167508,True
OX14 3DZ,51.655987,-1.257741,True
AL4 0XB,51.7553498,-0.2987,True
OX18 4PL,51.803585,-1.641648,True
LE67 3SJ,52.7170622,-1.3642634,True
LS28 9HU,53.792354,-1.656703,True
DN3 2DA,53.5392908,-1.0598198,True
CH64 9NH,53.296883,-3.054828,True
LE6 0FP,52.65731,-1.23391,True
LE9 7PD,52.575143,-1.330362,True
WF3 3PS,53.730313,-1.5027119,True
LE65 1HX,52.749966,-1.468484,True
RG7 1ER,51.4021665,-0.9656925,True
UB3 2SE,51.519988,-0.429209,True
BH11 9JW,50.7644426,-1.9202265,True
TW11 9PJ,51.423227,-0.312457,True
TW2 5LH,51.4395559,-0.3523924,True
BS48 2HN,51.430336,-2.755204,True
BN25 4LX,50.7705143,0.1179893,True
BN21 2XR,50.791017,0.259498,True
BN21 1UE,50.7802632,0.2606497,True
LE67 4BR,52.730176,-1.329318,True
CT19 5JY,51.0866954,1.1575735,True
NG2 7BW,52.917253,-1.123526,True
SG14 2DG,51.7971932,-0.1009499,True
OX11 7AJ,51.607229,-1.253916,True
RG14 2DU,51.4129848,-1.3191537,True
LE9 6PT,52.528978,-1.222641,True
PR7 3AY,53.6438018,-2.6209104,True
RH10 5AD,51.099162,-0.190668,True
NG31 9AU,52.9133362,-0.6338643,True
PR7 1LL,53.655828,-2.646469,True
TW1 3BB,51.4494916,-0.320313,True
CW12 1NT,53.174291,-2.204892,True
B45 9EL,52.3909738,-2.0313355,True
NW7 2EP,51.608661,-0.232614,True
DA14 4JN,51.4278517,0.118345,True
L13 7HQ,53.425805,-2.927073,True
HD4 6SG,53.6285381,-1.7426569,True
TS3 0RH,54.554478,-1.175635,True
GU34 4EQ,51.1609442,-0.9605912,True
LE67 6NE,52.6895,-1.40032,True
B79 9AA,52.6522756,-1.701456,True
CW9 8EZ,53.241617,-2.506157,True
WD6 5LG,51.6683569,-0.2649151,True
PE21 9HB,52.986807,-0.025422,True
OX11 8AZ,51.6014974,-1.2428789,True
TW18 1PF,51.426474,-0.487724,True
CV36 4DY,52.0660573,-1.6337563,True
DE74 2LN,52.839773,-1.337824,True
TW10 7HN,51.4381885,-0.3113116,True
NR10 4JT,52.758125,1.106054,True
DN15 9QD,53.6582175,-0.5967463,True
NG9 3DU,52.926494,-1.241272,True
S44 6XA,53.2260024,-1.2769589,True
NG9 3GA,52.941893,-1.24694,True
S17 3QU,53.3208492,-1.5367169,True
BS6 7EH,51.472856,-2.603818,True
NN4 8BU,52.216008,-0.9037955,True
E4 8SG,51.604231,-0.014486,True
TQ3 3WA,50.4299632,-3.5859097,True
SS15 5NX,51.575952,0.430641,True
SL6 2QB,51.5153336,-0.727876,True
LE18 2DS,52.581466,-1.119245,True
TN39 4BY,50.8552203,0.4552762,True
OX5 2NT,51.816254,-1.279034,True
SP10 2PS,51.2101609,-1.4654471,True
NE38 0LN,54.896622,-1.545456,True
S4 8GB,53.4071541,-1.4480272,True
CR6 9YB,51.317416,-0.068854,True
NN2 7HR,52.270399,-0.8854811,True
B77 5LF,52.605946,-1.664133,True
B20 2HL,52.5146301,-1.9286799,True
PR1 0JE,53.750754,-2.740964,True
LE12 6QN,52.8358942,-1.1728224,True
BS31 2DY,51.416855,-2.508947,True
WD4 9HN,51.7169229,-0.4633509,True
B35 7NL,52.519249,-1.780585,True
IP26 4PE,52.5258769,0.5573707,True
DN17 1HA,53.571229,-0.664141,True
NG22 9TD,53.2082867,-0.9971605,True
NG17 1EE,53.123395,-1.261318,True
BS34 8SF,51.512529,-2.5515401,True
ST4 5JJ,52.999332,-2.202288,True
WF12 7DW,53.6927471,-1.6166416,True
TW8 0PG,51.486098,-0.307162,True
SY12 0EA,52.904147,-2.9024233,True
BB8 8JF,53.849078,-2.188158,True
OX3 7QH,51.7534872,-1.2244604,True
M21 7SL,53.4364,-2.265038,True
WA5 3AA,53.4000818,-2.6616752,True
CO9 3QH,51.985174,0.58844,True
SG5 1JB,51.9516706,-0.2788967,True
PL15 9JR,50.629481,-4.356665,True
S11 9QH,53.3511667,-1.529171,True
CM7 5XP,51.885592,0.540321,True
HR4 0RN,52.0688588,-2.7475642,True
WA2 8PX,53.407973,-2.588068,True
S71 3EW,53.5882031,-1.4452846,True
S72 8RE,53.581144,-1.397929,True
ST14 5JX,52.9508604,-1.8336476,True
CO9 2HR,51.946886,0.646481,True
BH15 4BQ,50.715988,-2.0035628,True
PE15 9PX,52.536947,0.088603,True
TW3 1AX,51.4711481,-0.358483,True
DN16 1NT,53.577682,-0.644847,True
PR25 1RP,53.69296,-2.71213,True
CV2 5BD,52.414683,-1.45363,True
E11 4AE,51.5660883,0.0049798,True
SK15 3RR,53.486611,-2.03833,True
RM1 4YY,51.60588,0.18028,True
NR14 6JU,52.532556,1.479515,True
TS15 9ET,54.4964509,-1.348846,True
BS16 6XA,51.4921,-2.493667,True
BS35 1HT,51.6161508,-2.5258492,True
SW6 6SN,51.477783,-0.215227,True
SW6 6BP,51.4810918,-0.2149606,True
HP9 1SJ,51.602916,-0.640505,True
WA8 7TD,53.3758157,-2.7352764,True
CB4 2JF,52.22431,0.130532,True
CM7 3NR,51.8726131,0.5733919,True
NR32 4AH,52.489778,1.748671,True
TS24 8NQ,54.6970386,-1.2180995,True
WD6 5NN,51.663878,-0.257972,True
HP21 8PB,51.81283,-0.82489,True
LE67 9TB,52.681009,-1.302351,True
SY6 6EX,52.5432348,-2.8049342,True
BD8 7DX,53.804818,-1.761027,True
NR8 6HP,52.6865894,1.1873034,True
WF8 4JF,53.685616,-1.319052,True
WF8 3NW,53.6770901,-1.3027544,True
SS6 9BZ,51.595525,0.598708,True
NR21 9QT,52.8404734,0.844373,True
L1 0BS,53.394933,-2.978209,True
EN3 4SA,51.6465684,-0.0499313,True
L26 1UU,53.362284,-2.839182,True
N22 7ST,51.596211,-0.1182407,True
LE2 5TP,52.588193,-1.072392,True
HU7 4PW,53.7834847,-0.3197928,True
LS6 2LG,53.817738,-1.55842,True
DN35 9NF,53.5492076,-0.0485968,True
NE30 4RF,55.017871,-1.427479,True
TS18 4LE,54.5657585,-1.3424908,True
FY2 0TS,53.8358,-3.040048,True
EX2 6AP,50.7081116,-3.5091944,True
E20 1BD,51.548593,-0.007099,True
BH17 8RE,50.74866,-1.96661,True
PO1 5PF,50.803927,-1.073932,True
TF4 3JS,52.6617199,-2.4641656,True
TF13 6NB,52.602723,-2.558439,True
TS5 7JY,54.5411319,-1.2426351,True
NE38 8AL,54.891662,-1.517527,True
WA3 7PT,53.4163573,-2.5310569,True
B20 3DP,52.513026,-1.895573,True
RG41 5NE,51.4319067,-0.8782292,True
S5 6AG,53.420301,-1.432434,True
IP28 7JX,52.3429033,0.5014351,True
B8 2AS,52.490029,-1.822072,True
WS10 0DR,52.5484638,-2.0010515,True
CV12 9EA,52.480024,-1.459836,True
CW1 4EB,53.1048595,-2.4320755,True
NG15 6PX,53.032413,-1.227161,True
BD16 1EE,53.8410256,-1.828152,True
S61 4AU,53.449114,-1.382587,True
B11 3EY,52.4491118,-1.84712,True
BD8 7ND,53.814591,-1.765433,True
L32 9PP,53.4727282,-2.892603,True
NE24 4JP,55.122252,-1.547256,True
B11 2QG,52.4584134,-1.860586,True
SG1 3BE,51.91574,-0.206491,True
WD18 6NS,51.6479,-0.41865,True
PO14 1JJ,50.846214,-1.195764,True
LE10 2QE,52.5350755,-1.3551303,True
PL6 5YB,50.397854,-4.12361,True
PO19 8EB,50.8286158,-0.7773356,True
ST15 8DT,52.910671,-2.1407,True
CW3 9JJ,53.0015822,-2.3356847,True
WV10 0JR,52.591888,-2.120145,True
GU35 0JB,51.1172639,-0.8667831,True
NR9 3DB,52.599129,1.182129,True
PO20 3UE,50.8402585,-0.6633317,True
CV6 4GL,52.449053,-1.520483,True
CB2 0SZ,52.1746896,0.1396031,True
B60 3NL,52.324876,-2.061301,True
SG13 8AJ,51.7928775,-0.0690449,True
HX2 0BA,53.724216,-1.89359,True
NR31 6TA,52.560442,1.7241591,True
CV3 2QD,52.395452,-1.459399,True
NG8 3GP,52.9662424,-1.2124723,True
E6 2PS,51.532279,0.065232,True
S9 3TY,53.3957009,-1.4275728,True
L36 6DG,53.413254,-2.830707,True
S13 8SS,53.3584072,-1.3916167,True
TA21 8SW,50.975932,-3.236951,True
BN14 8AH,50.82332,-0.37343,True
S60 2UH,53.416297,-1.345508,True
ST5 7LP,53.0390469,-2.2543433,True
IG1 2UT,51.549826,0.087531,True
BL1 6JS,53.6001745,-2.4533672,True
SN2 2NQ,51.579321,-1.807601,True
NR17 2AJ,52.5197058,1.0187566,True
S62 7GA,53.465894,-1.348436,True
PE34 4LZ,52.7605561,0.2976225,True
IG4 5LP,51.585405,0.05111,True
OX14 1JB,51.6771923,-1.2897047,True
PO3 6RB,50.800708,-1.060486,True
ST1 6LG,53.0461241,-2.1588197,True
S66 1JL,53.421931,-1.273508,True
HD7 5SP,53.6226469,-1.8469774,True
CB8 0EB,52.249101,0.395634,True
TR26 2BB,50.2012463,-5.4811258,True
BN9 9TD,50.787137,0.037553,True
PO3 5XT,50.8180465,-1.0508989,True
M19 1ER,53.426839,-2.203455,True
BN13 1JX,50.8270957,-0.4090864,True
HA4 0BY,51.564737,-0.408132,True
SK10 2EE,53.2662593,-2.125298,True
S8 9JP,53.346711,-1.459622,True
PL23 1HE,50.3350202,-4.6436439,True
WA8 7HU,53.372113,-2.759414,True
DN14 9LB,53.6894999,-1.0383675,True
